id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
73,Paris Saint-Germain,France,Ligue 1,https://sofifa.com/team/73/paris-saint-germain/130034/,73,4-4-2 Holding,80,81,80,80,€75M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,19,17,30,27.18,25.00
240,Atlético Madrid,Spain,La Liga,https://sofifa.com/team/240/atletico-madrid/130034/,240,4-4-2 Flat,80,83,79,80,€27M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,18,18,32,25.36,23.13
9,Liverpool,England,Premier League,https://sofifa.com/team/9/liverpool/130034/,9,4-2-3-1 Wide,79,76,80,79,€20M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,18,33,26.09,22.00
46,Lazio,Italy,Serie A,https://sofifa.com/team/46/lazio/130034/,46,4-1-4-1,79,81,79,78,€15M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Free form,Press,Medium,Normal,Cover,16,17,25,28.27,26.64
48,Napoli,Italy,Serie A,https://sofifa.com/team/48/napoli/130034/,48,3-4-1-2,79,81,80,78,€20M,€0,Fast,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Offside trap,16,18,27,28.18,26.70
461,Valencia CF,Spain,La Liga,https://sofifa.com/team/461/valencia-cf/130034/,461,4-4-1-1 Attack,79,80,79,78,€20M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,18,32,26.45,23.47
34,FC Schalke 04,Germany,Bundesliga,https://sofifa.com/team/34/fc-schalke-04/130034/,34,4-2-3-1 Wide,78,83,78,75,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,18,17,29,25.00,23.45
110374,Fiorentina,Italy,Serie A,https://sofifa.com/team/110374/fiorentina/130034/,110374,3-1-4-2,78,76,78,77,€17M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,16,28,25.91,25.43
573,Málaga CF,Spain,La Liga,https://sofifa.com/team/573/malaga-cf/130034/,573,4-2-3-1 Wide,78,76,79,77,€12M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Cover,10,15,33,27.27,24.67
13,Newcastle United,England,Premier League,https://sofifa.com/team/13/newcastle-united/130034/,13,4-2-3-1 Wide,77,81,77,77,€17M,€0,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,16,33,26.09,24.03
32,Bayer 04 Leverkusen,Germany,Bundesliga,https://sofifa.com/team/32/bayer-04-leverkusen/130034/,32,4-3-2-1,77,79,74,75,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,16,31,23.82,22.71
52,Roma,Italy,Serie A,https://sofifa.com/team/52/roma/130034/,52,4-3-3 Holding,77,80,79,75,€20M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Free form,Press,Medium,Normal,Offside trap,17,18,25,27.09,24.28
144,Fulham FC,England,Premier League,https://sofifa.com/team/144/fulham-fc/130034/,144,4-2-3-1 Wide,77,78,75,75,€13M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,15,33,30.09,25.73
7,Everton,England,Premier League,https://sofifa.com/team/7/everton/130034/,7,4-4-1-1 Midfield,76,74,76,77,€9.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,14,16,33,27.55,23.18
55,Udinese,Italy,Serie A,https://sofifa.com/team/55/udinese/130034/,55,3-4-2-1,76,76,75,80,€14M,€0,Fast,Little,Mixed,Free form,Lots,Risky,Normal,Free form,Press,Medium,Normal,Cover,15,16,28,26.00,23.79
65,Lille OSC,France,Ligue 1,https://sofifa.com/team/65/lille-osc/130034/,65,4-3-3 Holding,76,76,76,76,€15M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,16,25,26.45,25.20
66,Olympique Lyonnais,France,Ligue 1,https://sofifa.com/team/66/olympique-lyonnais/130034/,66,4-2-3-1 Wide,76,78,75,76,€16M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,18,18,31,25.27,22.65
175,VfL Wolfsburg,Germany,Bundesliga,https://sofifa.com/team/175/vfl-wolfsburg/130034/,175,4-2-3-1 Wide,76,77,77,74,€25M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Lots,Organised,Press,Medium,Normal,Cover,15,17,26,26.91,24.88
448,Athletic Club,Spain,La Liga,https://sofifa.com/team/448/athletic-club/130034/,448,4-3-3 Flat,76,79,75,76,€9.5M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Wide,Cover,15,16,33,25.18,22.82
457,Real Sociedad,Spain,La Liga,https://sofifa.com/team/457/real-sociedad/130034/,457,4-3-3 Attack,76,77,74,75,€3M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Wide,Cover,16,15,33,24.82,23.09
219,Olympique de Marseille,France,Ligue 1,https://sofifa.com/team/219/olympique-de-marseille/130034/,219,4-2-3-1 Wide,76,74,76,75,€12M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,33,25.73,23.33
481,Sevilla FC,Spain,La Liga,https://sofifa.com/team/481/sevilla-fc/130034/,481,4-3-3 Attack,76,78,74,74,€16M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,19,31,25.09,23.55
2,Aston Villa,England,Premier League,https://sofifa.com/team/2/aston-villa/130034/,2,4-3-2-1,75,74,72,71,€12M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,16,33,22.82,23.58
1806,Stoke City,England,Premier League,https://sofifa.com/team/1806/stoke-city/130034/,1806,4-4-1-1 Attack,75,74,74,75,€15M,€0,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,13,15,30,26.64,24.90
15,Queens Park Rangers,England,Premier League,https://sofifa.com/team/15/queens-park-rangers/130034/,15,4-1-4-1,75,77,73,74,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,14,33,27.64,26.67
23,Borussia Mönchengladbach,Germany,Bundesliga,https://sofifa.com/team/23/borussia-monchengladbach/130034/,23,4-4-2 Holding,75,72,75,75,€10M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Little,Free form,Press,Deep,Normal,Cover,15,14,27,24.45,23.22
1819,AS Saint-Étienne,France,Ligue 1,https://sofifa.com/team/1819/as-saint-etienne/130034/,1819,4-3-3 Holding,75,76,75,73,€6M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,15,29,25.91,23.83
28,Hamburger SV,Germany,Bundesliga,https://sofifa.com/team/28/hamburger-sv/130034/,28,4-2-3-1 Wide,75,74,75,73,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,15,28,24.55,23.61
110364,Catania,Italy,Serie A,https://sofifa.com/team/110364/catania/130034/,110364,4-3-3 Holding,75,78,74,74,€7M,€0,Fast,Little,Mixed,Free form,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,11,15,26,28.45,25.62
36,VfB Stuttgart,Germany,Bundesliga,https://sofifa.com/team/36/vfb-stuttgart/130034/,36,4-2-3-1 Wide,75,78,75,74,€7M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,15,30,25.00,23.93
38,SV Werder Bremen,Germany,Bundesliga,https://sofifa.com/team/38/sv-werder-bremen/130034/,38,4-1-4-1,75,73,74,74,€6M,€0,Fast,Little,Short,Organised,Lots,Risky,Lots,Organised,Press,Medium,Normal,Cover,16,15,31,24.00,22.26
39,Atalanta,Italy,Serie A,https://sofifa.com/team/39/atalanta/130034/,39,4-4-2 Flat,75,76,75,73,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,14,31,27.00,26.90
1842,Cagliari,Italy,Serie A,https://sofifa.com/team/1842/cagliari/130034/,1842,4-3-1-2,75,76,75,73,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,12,14,26,25.64,24.08
1860,Getafe CF,Spain,La Liga,https://sofifa.com/team/1860/getafe-cf/130034/,1860,4-4-1-1 Midfield,75,74,75,74,€10M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,14,33,26.91,25.21
106,Sunderland,England,Premier League,https://sofifa.com/team/106/sunderland/130034/,106,4-4-1-1 Midfield,75,75,73,74,€16M,€0,Balanced,Little,Mixed,Organised,Little,Normal,Lots,Organised,Press,Medium,Normal,Cover,12,15,33,25.45,23.48
449,Real Betis Balompié,Spain,La Liga,https://sofifa.com/team/449/real-betis-balompie/130034/,449,4-2-3-1 Narrow,75,75,76,74,€3M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,14,33,27.45,24.33
110556,Genoa,Italy,Serie A,https://sofifa.com/team/110556/genoa/130034/,110556,4-3-3 Flat,75,73,73,74,€13M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Offside trap,16,15,26,28.55,27.23
485,Hannover 96,Germany,Bundesliga,https://sofifa.com/team/485/hannover-96/130034/,485,4-4-2 Holding,75,78,74,73,€8M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,14,33,26.09,24.85
19,West Ham United,England,Premier League,https://sofifa.com/team/19/west-ham-united/130034/,19,4-2-3-1 Wide,74,75,74,72,€7.5M,€0,Fast,Little,Long,Organised,Lots,Normal,Little,Organised,Press,Deep,Normal,Cover,13,14,33,27.55,24.30
1824,Eintracht Frankfurt,Germany,Bundesliga,https://sofifa.com/team/1824/eintracht-frankfurt/130034/,1824,4-2-3-1 Wide,74,72,74,73,€4.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,12,26,23.91,23.42
10029,TSG 1899 Hoffenheim,Germany,Bundesliga,https://sofifa.com/team/10029/tsg-1899-hoffenheim/130034/,10029,4-2-3-1 Wide,74,74,74,71,€7.5M,€0,Slow,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,14,33,22.91,22.88
50,Parma,Italy,Serie A,https://sofifa.com/team/50/parma/130034/,50,4-3-3 Flat,74,75,70,73,€9M,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,15,27,26.45,26.19
1843,Palermo FC,Italy,Serie A,https://sofifa.com/team/1843/palermo-fc/130034/,1843,3-5-1-1,74,76,71,72,€10M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,14,14,25,27.73,25.96
54,Torino,Italy,Serie A,https://sofifa.com/team/54/torino/130034/,54,4-4-2 Flat,74,73,75,75,€4M,€0,Fast,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Normal,Cover,12,12,25,27.18,24.60
59,FC Girondins de Bordeaux,France,Ligue 1,https://sofifa.com/team/59/fc-girondins-de-bordeaux/130034/,59,4-2-3-1 Wide,74,75,72,74,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,16,27,26.18,24.33
1853,Levante UD,Spain,La Liga,https://sofifa.com/team/1853/levante-ud/130034/,1853,4-2-3-1 Wide,74,72,74,74,€2.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,14,33,27.27,25.55
70,Montpellier HSC,France,Ligue 1,https://sofifa.com/team/70/montpellier-hsc/130034/,70,4-2-3-1 Narrow,74,73,74,73,€9M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,11,13,31,26.00,24.81
74,Stade Rennais FC,France,Ligue 1,https://sofifa.com/team/74/stade-rennais-fc/130034/,74,4-2-3-1 Wide,74,73,74,73,€11M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,15,30,24.09,23.00
109,West Bromwich Albion,England,Premier League,https://sofifa.com/team/109/west-bromwich-albion/130034/,109,4-2-3-1 Wide,74,74,74,71,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,11,14,30,26.73,24.97
1917,Wigan Athletic,England,Premier League,https://sofifa.com/team/1917/wigan-athletic/130034/,1917,4-3-3 Attack,74,74,72,72,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,11,14,33,27.18,24.18
1960,Swansea City,England,Premier League,https://sofifa.com/team/1960/swansea-city/130034/,1960,4-2-3-1 Wide,74,74,73,73,€7M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,14,33,25.82,23.85
189,Bologna,Italy,Serie A,https://sofifa.com/team/189/bologna/130034/,189,4-2-3-1 Narrow,74,75,74,72,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,13,14,28,26.09,25.32
192,AC ChievoVerona,Italy,Serie A,https://sofifa.com/team/192/ac-chievoverona/130034/,192,5-3-2,74,77,73,74,€6M,€0,Balanced,Little,Long,Organised,Normal,Normal,Normal,Free form,Press,Deep,Normal,Cover,11,14,28,28.00,27.04
452,RCD Espanyol,Spain,La Liga,https://sofifa.com/team/452/rcd-espanyol/130034/,452,4-2-3-1 Wide,74,75,73,74,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,16,15,32,26.36,23.94
1792,Norwich City,England,Premier League,https://sofifa.com/team/1792/norwich-city/130034/,1792,4-4-1-1 Midfield,73,72,73,73,€6.5M,€0,Fast,Little,Long,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,12,33,26.27,23.52
17,Southampton,England,Premier League,https://sofifa.com/team/17/southampton/130034/,17,4-2-3-1 Wide,73,73,74,71,€7.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,11,10,33,23.91,23.36
1809,Toulouse FC,France,Ligue 1,https://sofifa.com/team/1809/toulouse-fc/130034/,1809,4-1-4-1,73,73,73,75,€6M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,14,27,23.55,22.78
25,SC Freiburg,Germany,Bundesliga,https://sofifa.com/team/25/sc-freiburg/130034/,25,4-4-2 Flat,73,71,74,72,€2.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,11,11,29,23.91,22.90
1837,Sampdoria,Italy,Serie A,https://sofifa.com/team/1837/sampdoria/130034/,1837,3-5-2,73,73,72,72,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,14,12,27,24.09,24.85
169,1. FSV Mainz 05,Germany,Bundesliga,https://sofifa.com/team/169/1-fsv-mainz-05/130034/,169,4-2-3-1 Wide,73,74,73,73,€4.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,11,30,28.82,25.50
171,1. FC Nürnberg,Germany,Bundesliga,https://sofifa.com/team/171/1-fc-nurnberg/130034/,171,4-2-3-1 Wide,73,71,72,73,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,13,12,29,27.27,23.24
462,Real Valladolid CF,Spain,La Liga,https://sofifa.com/team/462/real-valladolid-cf/130034/,462,4-4-1-1 Midfield,73,73,74,73,€3M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,11,12,32,26.64,24.25
480,Rayo Vallecano,Spain,La Liga,https://sofifa.com/team/480/rayo-vallecano/130034/,480,4-4-1-1 Midfield,73,74,74,72,€2M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,14,33,25.82,24.64
110832,Granada CF,Spain,La Liga,https://sofifa.com/team/110832/granada-cf/130034/,110832,4-2-3-1 Wide,73,73,73,72,€2.5M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Wide,Cover,5,14,33,25.55,24.91
242,RC Deportivo de La Coruña,Spain,La Liga,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/130034/,242,4-2-3-1 Wide,73,73,72,72,€2M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,18,12,33,28.73,25.85
72,OGC Nice,France,Ligue 1,https://sofifa.com/team/72/ogc-nice/130034/,72,4-2-3-1 Wide,72,73,72,69,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,13,33,24.55,22.15
450,RC Celta,Spain,La Liga,https://sofifa.com/team/450/rc-celta/130034/,450,4-4-1-1 Attack,72,71,73,71,€2.3M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Wide,Cover,12,11,33,26.64,24.55
453,RCD Mallorca,Spain,La Liga,https://sofifa.com/team/453/rcd-mallorca/130034/,453,4-2-3-1 Wide,72,72,73,71,€1.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,15,33,26.64,24.30
200,Pescara,Italy,Serie A,https://sofifa.com/team/200/pescara/130034/,200,4-3-2-1,72,72,72,70,€2M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,8,9,30,26.55,24.97
217,FC Lorient,France,Ligue 1,https://sofifa.com/team/217/fc-lorient/130034/,217,4-4-1-1 Attack,72,73,70,71,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,13,29,26.00,24.10
479,CA Osasuna,Spain,La Liga,https://sofifa.com/team/479/ca-osasuna/130034/,479,4-2-3-1 Wide,72,70,71,74,€4.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Wide,Cover,12,15,33,28.00,25.67
244,Real Zaragoza,Spain,La Liga,https://sofifa.com/team/244/real-zaragoza/130034/,244,4-2-3-1 Wide,72,76,71,72,€4.5M,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,14,33,26.64,24.64
1793,Reading FC,England,Premier League,https://sofifa.com/team/1793/reading-fc/130034/,1793,4-4-1-1 Midfield,71,72,69,71,€8.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,11,10,33,24.73,24.45
110636,Fortuna Düsseldorf,Germany,Bundesliga,https://sofifa.com/team/110636/fortuna-dusseldorf/130034/,110636,4-2-3-1 Wide,71,71,70,71,€2M,€0,Balanced,Little,Long,Organised,Lots,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,10,33,25.64,24.61
1838,Siena,Italy,Serie A,https://sofifa.com/team/1838/siena/130034/,1838,3-4-2-1,71,71,71,69,€4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,9,13,29,28.27,26.76
100409,FC Augsburg,Germany,Bundesliga,https://sofifa.com/team/100409/fc-augsburg/130034/,100409,4-1-4-1,71,72,69,71,€2M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,9,30,25.82,24.57
110456,Valenciennes FC,France,Ligue 1,https://sofifa.com/team/110456/valenciennes-fc/130034/,110456,4-2-3-1 Wide,71,72,72,68,€3M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,13,29,26.64,24.38
111271,Thonon Évian,France,Ligue 1,https://sofifa.com/team/111271/thonon-evian/130034/,111271,4-4-2 Holding,71,74,70,70,€3M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,12,33,26.45,25.12
226,FC Sochaux-Montbéliard,France,Ligue 1,https://sofifa.com/team/226/fc-sochaux-montbeliard/130034/,226,4-2-3-1 Wide,71,71,69,70,€4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,14,32,24.18,23.13
58,Sporting Club Bastia,France,Ligue 1,https://sofifa.com/team/58/sporting-club-bastia/130034/,58,4-2-3-1 Wide,70,71,69,66,€1.3M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,10,33,27.45,24.76
378,Stade Brestois 29,France,Ligue 1,https://sofifa.com/team/378/stade-brestois-29/130034/,378,4-1-4-1,70,70,69,69,€2.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,12,31,26.00,24.55
379,Stade de Reims,France,Ligue 1,https://sofifa.com/team/379/stade-de-reims/130034/,379,4-1-4-1,70,68,69,68,€1.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,10,27,26.00,25.00
165,SpVgg Greuther Fürth,Germany,Bundesliga,https://sofifa.com/team/165/spvgg-greuther-furth/130034/,165,4-2-3-1 Wide,70,72,70,68,€1.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Narrow,Cover,9,9,33,23.91,23.48
294,ESTAC Troyes,France,Ligue 1,https://sofifa.com/team/294/estac-troyes/130034/,294,4-2-3-1 Wide,68,67,69,66,€1.2M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,7,9,27,27.09,25.15
614,AC Ajaccio,France,Ligue 1,https://sofifa.com/team/614/ac-ajaccio/130034/,614,4-2-3-1 Wide,68,71,67,65,€1.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,7,12,27,27.27,25.74
1823,AS Nancy Lorraine,France,Ligue 1,https://sofifa.com/team/1823/as-nancy-lorraine/130034/,1823,4-1-4-1,67,66,66,65,€3.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,11,13,32,25.36,21.97
