id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
32,Bayer 04 Leverkusen,Germany,Bundesliga,https://sofifa.com/team/32/bayer-04-leverkusen/210064/,32,3-4-2-1,79,78,78,78,€39M,€455.8M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,6,31,25.27,23.32
39,Atalanta,Italy,Serie A,https://sofifa.com/team/39/atalanta/210064/,39,3-4-2-1,79,82,79,78,€28M,€200M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,3,27,27.18,25.22
47,AC Milan,Italy,Serie A,https://sofifa.com/team/47/ac-milan/210064/,47,4-2-3-1 Wide,79,84,78,80,€37M,€526M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,7,26,25.00,23.81
110,Wolverhampton Wanderers,England,Premier League,https://sofifa.com/team/110/wolverhampton-wanderers/210064/,110,5-2-3,79,77,81,78,€45M,€400M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,4,33,25.45,23.06
448,Athletic Club,Spain,La Liga,https://sofifa.com/team/448/athletic-club/210064/,448,4-4-2 Flat,79,80,78,79,€18.5M,€250M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,6,31,27.73,24.68
457,Real Sociedad,Spain,La Liga,https://sofifa.com/team/457/real-sociedad/210064/,457,4-3-3 Attack,79,81,81,77,€15.8M,€150M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,3,33,25.64,23.97
19,West Ham United,England,Premier League,https://sofifa.com/team/19/west-ham-united/210064/,19,4-2-3-1 Wide,78,79,79,77,€35M,€568.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,4,33,27.73,24.82
52,Roma,Italy,Serie A,https://sofifa.com/team/52/roma/210064/,52,3-4-2-1,78,79,77,76,€46M,€602M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,7,33,26.36,24.76
65,Lille OSC,France,Ligue 1,https://sofifa.com/team/65/lille-osc/210064/,65,4-4-2 Flat,78,78,78,78,€14M,€120M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,4,30,25.36,22.63
66,Olympique Lyonnais,France,Ligue 1,https://sofifa.com/team/66/olympique-lyonnais/210064/,66,4-3-3 Attack,78,79,79,77,€43.9M,€543M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,6,28,24.91,22.89
69,AS Monaco,France,Ligue 1,https://sofifa.com/team/69/as-monaco/210064/,69,3-4-2-1,78,79,77,77,€34.6M,€330M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,6,28,24.00,23.14
175,VfL Wolfsburg,Germany,Bundesliga,https://sofifa.com/team/175/vfl-wolfsburg/210064/,175,4-2-3-1 Wide,78,78,78,77,€40M,€329.1M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,5,29,24.91,24.31
449,Real Betis Balompié,Spain,La Liga,https://sofifa.com/team/449/real-betis-balompie/210064/,449,4-2-3-1 Wide,78,79,79,78,€16.1M,€175M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,2,33,29.36,25.76
110832,Granada CF,Spain,La Liga,https://sofifa.com/team/110832/granada-cf/210064/,110832,4-2-3-1 Wide,78,77,78,77,€7.6M,€55M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,1,33,29.27,25.45
2,Aston Villa,England,Premier League,https://sofifa.com/team/2/aston-villa/210064/,2,4-2-3-1 Wide,77,77,77,77,€37.5M,€401.6M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,2,29,24.18,23.97
1824,Eintracht Frankfurt,Germany,Bundesliga,https://sofifa.com/team/1824/eintracht-frankfurt/210064/,1824,3-4-2-1,77,79,77,75,€25M,€246.8M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,5,28,25.09,23.96
1860,Getafe CF,Spain,La Liga,https://sofifa.com/team/1860/getafe-cf/210064/,1860,4-4-2 Holding,77,77,78,77,€8.3M,€45M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,3,32,26.55,24.41
461,Valencia CF,Spain,La Liga,https://sofifa.com/team/461/valencia-cf/210064/,461,4-4-2 Flat,77,77,78,77,€60M,€530M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,6,33,24.27,23.55
219,Olympique de Marseille,France,Ligue 1,https://sofifa.com/team/219/olympique-de-marseille/210064/,219,3-1-4-2,77,77,76,76,€14M,€120M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,5,32,26.45,23.38
1796,Burnley,England,Premier League,https://sofifa.com/team/1796/burnley/210064/,1796,4-4-2 Flat,76,75,76,77,€27M,€378.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,1,33,27.36,25.06
1799,Crystal Palace,England,Premier League,https://sofifa.com/team/1799/crystal-palace/210064/,1799,4-3-3 Holding,76,77,75,75,€30M,€418.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,2,33,28.55,26.82
8,Leeds United,England,Premier League,https://sofifa.com/team/8/leeds-united/210064/,8,4-1-4-1,76,78,76,75,€16.5M,€100M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,1,33,25.09,23.67
13,Newcastle United,England,Premier League,https://sofifa.com/team/13/newcastle-united/210064/,13,5-3-2,76,77,75,74,€30M,€505M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,33,26.91,25.39
17,Southampton,England,Premier League,https://sofifa.com/team/17/southampton/210064/,17,4-4-2 Flat,76,77,77,76,€35M,€455.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,31,26.09,23.29
110374,Fiorentina,Italy,Serie A,https://sofifa.com/team/110374/fiorentina/210064/,110374,3-1-4-2,76,78,76,75,€25M,€222M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,5,27,26.73,25.93
10029,TSG 1899 Hoffenheim,Germany,Bundesliga,https://sofifa.com/team/10029/tsg-1899-hoffenheim/210064/,10029,4-2-3-1 Wide,76,75,77,76,€28M,€331.1M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,5,33,25.09,24.67
54,Torino,Italy,Serie A,https://sofifa.com/team/54/torino/210064/,54,3-1-4-2,76,76,74,77,€15.5M,€147M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,4,29,26.73,24.79
1853,Levante UD,Spain,La Liga,https://sofifa.com/team/1853/levante-ud/210064/,1853,4-4-2 Flat,76,79,76,75,€9.3M,€49M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,1,33,27.45,25.67
72,OGC Nice,France,Ligue 1,https://sofifa.com/team/72/ogc-nice/210064/,72,4-3-3 Holding,76,77,74,73,€10.4M,€75M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,3,27,23.45,22.30
74,Stade Rennais FC,France,Ligue 1,https://sofifa.com/team/74/stade-rennais-fc/210064/,74,4-3-3 Holding,76,75,76,76,€12.2M,€80M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,3,27,24.55,23.33
166,Hertha BSC,Germany,Bundesliga,https://sofifa.com/team/166/hertha-bsc/210064/,166,4-2-3-1 Wide,76,77,76,75,€60M,€520M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,4,33,25.73,23.39
463,Deportivo Alavés,Spain,La Liga,https://sofifa.com/team/463/deportivo-alaves/210064/,463,4-4-2 Flat,76,77,74,76,€4.4M,€13M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,1,32,28.73,25.22
467,SD Eibar,Spain,La Liga,https://sofifa.com/team/467/sd-eibar/210064/,467,4-1-4-1,76,76,75,74,€6.5M,€29M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,1,29,28.55,26.45
479,CA Osasuna,Spain,La Liga,https://sofifa.com/team/479/ca-osasuna/210064/,479,4-1-4-1,76,76,77,75,€4.8M,€15M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,1,31,27.55,26.45
1808,Brighton & Hove Albion,England,Premier League,https://sofifa.com/team/1808/brighton-hove-albion/210064/,1808,5-2-1-2,75,75,76,76,€36M,€383.3M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,33,25.64,23.61
1837,Sampdoria,Italy,Serie A,https://sofifa.com/team/1837/sampdoria/210064/,1837,4-4-2 Flat,75,76,75,73,€12M,€127M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,26,27.82,26.54
1842,Cagliari,Italy,Serie A,https://sofifa.com/team/1842/cagliari/210064/,1842,3-4-1-2,75,76,73,73,€10M,€62M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,1,29,27.09,25.17
55,Udinese,Italy,Serie A,https://sofifa.com/team/55/udinese/210064/,55,3-5-1-1,75,76,75,72,€8M,€102M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,28,27.18,26.43
70,Montpellier HSC,France,Ligue 1,https://sofifa.com/team/70/montpellier-hsc/210064/,70,4-1-4-1,75,80,76,73,€8.8M,€54.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,2,28,26.27,23.93
111974,Sassuolo,Italy,Serie A,https://sofifa.com/team/111974/sassuolo/210064/,111974,4-2-3-1 Wide,75,79,77,72,€13.5M,€94M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,29,26.36,25.38
144,Fulham FC,England,Premier League,https://sofifa.com/team/144/fulham-fc/210064/,144,4-2-3-1 Wide,75,74,75,74,€16.5M,€130M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,1,33,24.45,24.09
450,RC Celta,Spain,La Liga,https://sofifa.com/team/450/rc-celta/210064/,450,4-1-3-2,75,80,75,75,€11.8M,€110M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,4,33,26.55,23.76
462,Real Valladolid CF,Spain,La Liga,https://sofifa.com/team/462/real-valladolid-cf/210064/,462,4-1-4-1,75,76,76,74,€3.1M,€8.9M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,33,27.64,26.27
1530,Angers SCO,France,Ligue 1,https://sofifa.com/team/1530/angers-sco/210064/,1530,4-2-3-1 Wide,75,75,75,74,€5.6M,€32M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,1,33,27.73,25.09
25,SC Freiburg,Germany,Bundesliga,https://sofifa.com/team/25/sc-freiburg/210064/,25,3-4-2-1,74,75,75,73,€10.5M,€165.7M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,3,27,25.27,24.07
31,1. FC Köln,Germany,Bundesliga,https://sofifa.com/team/31/1-fc-koln/210064/,31,4-2-3-1 Wide,74,74,74,72,€12.5M,€168.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,31,26.00,23.52
34,FC Schalke 04,Germany,Bundesliga,https://sofifa.com/team/34/fc-schalke-04/210064/,34,5-3-2,74,74,75,72,€20M,€700.1M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,5,33,26.36,24.61
38,SV Werder Bremen,Germany,Bundesliga,https://sofifa.com/team/38/sv-werder-bremen/210064/,38,5-3-2,74,73,74,75,€12M,€141.7M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,3,30,25.64,23.60
50,Parma,Italy,Serie A,https://sofifa.com/team/50/parma/210064/,50,4-3-3 Flat,74,74,74,73,€8M,€56M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,2,33,28.27,25.55
100409,FC Augsburg,Germany,Bundesliga,https://sofifa.com/team/100409/fc-augsburg/210064/,100409,4-2-3-1 Wide,74,73,74,74,€9.5M,€129.3M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,31,26.27,24.74
59,FC Girondins de Bordeaux,France,Ligue 1,https://sofifa.com/team/59/fc-girondins-de-bordeaux/210064/,59,4-1-4-1,74,74,73,72,€10.4M,€75M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,3,27,25.91,24.89
76,RC Strasbourg Alsace,France,Ligue 1,https://sofifa.com/team/76/rc-strasbourg-alsace/210064/,76,4-1-2-1-2 Narrow,74,75,73,74,€8.1M,€43M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,1,29,26.18,24.93
189,Bologna,Italy,Serie A,https://sofifa.com/team/189/bologna/210064/,189,4-2-3-1 Narrow,74,75,75,73,€15M,€85M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,2,30,25.55,24.77
206,Hellas Verona FC,Italy,Serie A,https://sofifa.com/team/206/hellas-verona-fc/210064/,206,3-4-2-1,74,76,75,73,€8M,€75M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,1,29,26.82,24.34
110556,Genoa,Italy,Serie A,https://sofifa.com/team/110556/genoa/210064/,110556,3-1-4-2,74,72,74,74,€8.5M,€101M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,2,32,29.45,25.91
1794,Sheffield United,England,Premier League,https://sofifa.com/team/1794/sheffield-united/210064/,1794,5-3-2,73,71,74,73,€20M,€355M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,33,26.64,24.45
1819,AS Saint-Étienne,France,Ligue 1,https://sofifa.com/team/1819/as-saint-etienne/210064/,1819,4-2-3-1 Wide,73,74,74,73,€12.5M,€100M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,6,3,33,25.00,23.33
36,VfB Stuttgart,Germany,Bundesliga,https://sofifa.com/team/36/vfb-stuttgart/210064/,36,3-4-2-1,73,74,73,72,€20M,€275.1M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,4,33,23.82,23.06
1831,1. FC Union Berlin,Germany,Bundesliga,https://sofifa.com/team/1831/1-fc-union-berlin/210064/,1831,5-3-2,73,75,72,73,€6.5M,€65.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,29,27.27,25.48
64,RC Lens,France,Ligue 1,https://sofifa.com/team/64/rc-lens/210064/,64,5-2-1-2,73,72,75,73,€7.8M,€40M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,1,31,26.82,23.65
71,FC Nantes,France,Ligue 1,https://sofifa.com/team/71/fc-nantes/210064/,71,4-4-2 Flat,73,71,74,74,€8.8M,€70M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,2,33,24.91,23.97
109,West Bromwich Albion,England,Premier League,https://sofifa.com/team/109/west-bromwich-albion/210064/,109,4-1-4-1,73,74,74,72,€18.4M,€180M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,1,30,25.64,25.80
378,Stade Brestois 29,France,Ligue 1,https://sofifa.com/team/378/stade-brestois-29/210064/,378,4-4-2 Holding,73,72,73,72,€5.9M,€40M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,1,1,29,23.82,24.21
379,Stade de Reims,France,Ligue 1,https://sofifa.com/team/379/stade-de-reims/210064/,379,4-3-3 Holding,73,73,73,74,€7M,€45M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,1,29,24.64,22.17
169,1. FSV Mainz 05,Germany,Bundesliga,https://sofifa.com/team/169/1-fsv-mainz-05/210064/,169,5-3-2,73,72,73,73,€9.2M,€135M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,4,3,29,25.82,24.07
1968,Cádiz CF,Spain,La Liga,https://sofifa.com/team/1968/cadiz-cf/210064/,1968,4-4-2 Holding,73,75,73,72,€2M,€3.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,5,1,33,28.55,26.03
468,Elche CF,Spain,La Liga,https://sofifa.com/team/468/elche-cf/210064/,468,4-4-2 Holding,73,72,73,72,€1.7M,€4.8M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,31,27.73,25.19
224,Nîmes Olympique,France,Ligue 1,https://sofifa.com/team/224/nimes-olympique/210064/,224,4-2-3-1 Wide,73,71,73,73,€4.8M,€30M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,3,1,33,25.00,23.94
110839,SD Huesca,Spain,La Liga,https://sofifa.com/team/110839/sd-huesca/210064/,110839,5-3-2,73,73,73,73,€2.1M,€4.5M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,33,27.18,25.73
68,FC Metz,France,Ligue 1,https://sofifa.com/team/68/fc-metz/210064/,68,5-2-1-2,72,70,70,73,€5.9M,€40M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,1,1,31,25.18,23.13
112026,Benevento,Italy,Serie A,https://sofifa.com/team/112026/benevento/210064/,112026,4-3-2-1,72,72,71,72,€5.6M,€22M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,1,1,27,28.00,26.41
159,DSC Arminia Bielefeld,Germany,Bundesliga,https://sofifa.com/team/159/dsc-arminia-bielefeld/210064/,159,4-3-3 Holding,72,72,72,71,€2.3M,€39M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,1,1,27,25.27,24.41
110734,Crotone,Italy,Serie A,https://sofifa.com/team/110734/crotone/210064/,110734,3-1-4-2,71,72,68,70,€4.5M,€27M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,1,1,28,27.45,26.32
217,FC Lorient,France,Ligue 1,https://sofifa.com/team/217/fc-lorient/210064/,217,5-3-2,71,71,71,70,€5.2M,€25M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,1,30,25.73,25.97
110569,Dijon FCO,France,Ligue 1,https://sofifa.com/team/110569/dijon-fco/210064/,110569,5-3-2,71,73,71,70,€4.6M,€38M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,2,1,29,25.45,23.62
110741,Spezia,Italy,Serie A,https://sofifa.com/team/110741/spezia/210064/,110741,4-3-3 Flat,70,70,70,67,€2.8M,€21M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,1,1,30,25.91,24.93
