gameID,teamID,season,date,location,goals,xGoals,shots,shotsOnTarget,deep,ppda,fouls,corners,yellowCards,redCards,result
6036,164,2014,2014-12-02 18:00:00,a,1,1.93231,16,8,8,7.9524,14,5,1.0,0,D
6037,168,2014,2014-12-02 18:00:00,h,1,1.48238,18,4,4,6.0435,10,3,1.0,0,L
6037,174,2014,2014-12-02 18:00:00,a,2,0.872311,8,2,2,7.0741,15,4,3.0,0,W
6038,171,2014,2014-12-02 20:00:00,h,2,1.07556,8,4,4,9.913,12,5,0.0,1,W
6038,210,2014,2014-12-02 20:00:00,a,0,1.29348,14,3,2,7.96,19,2,2.0,0,L
6039,166,2014,2014-12-03 18:00:00,h,0,0.402363,9,3,1,9.3158,10,6,2.0,0,L
6039,175,2014,2014-12-03 18:00:00,a,2,1.36398,9,6,5,6.4667,22,3,0.0,1,W
6040,170,2014,2014-12-03 18:00:00,h,1,0.8181,9,3,4,7.6296,13,7,2.0,0,L
6040,163,2014,2014-12-03 18:00:00,a,2,0.596867,4,2,1,9.7692,16,0,1.0,0,W
6041,180,2014,2014-12-03 18:00:00,h,0,1.49865,11,5,1,9.1613,21,4,3.0,0,D
6041,176,2014,2014-12-03 18:00:00,a,0,0.537624,13,1,5,3.88,15,3,2.0,0,D
6042,162,2014,2014-12-03 18:00:00,h,1,1.69568,10,3,8,4.2,18,10,4.0,0,L
6042,209,2014,2014-12-03 18:00:00,a,2,1.15876,8,4,3,8.3889,13,2,3.0,0,W
6043,169,2014,2014-12-03 18:00:00,h,5,2.5562,18,9,7,10.3913,9,6,2.0,0,W
6043,165,2014,2014-12-03 18:00:00,a,1,0.585605,5,1,1,8.3333,13,4,1.0,1,L
6044,160,2014,2014-12-03 20:00:00,h,1,1.32825,18,5,1,14.4167,14,2,0.0,0,D
6044,161,2014,2014-12-03 20:00:00,a,1,3.24668,15,8,9,5.8065,16,7,1.0,0,D
6045,178,2014,2014-12-04 20:00:00,h,2,2.08293,17,4,6,9.5,20,4,1.0,0,W
6045,177,2014,2014-12-04 20:00:00,a,1,0.972753,12,5,1,10.6667,14,3,1.0,0,L
6046,174,2014,2014-12-05 19:30:00,h,0,0.342817,11,1,1,7.0,15,6,1.0,0,L
6046,171,2014,2014-12-05 19:30:00,a,2,1.72686,10,5,3,9.24,13,7,2.0,0,W
6047,161,2014,2014-12-06 16:00:00,h,2,1.86018,12,4,7,5.7826,10,5,1.0,0,W
6047,168,2014,2014-12-06 16:00:00,a,1,0.152992,3,2,3,11.0556,16,2,2.0,0,L
6048,163,2014,2014-12-06 19:00:00,h,0,1.46084,15,3,8,7.2308,9,7,2.0,0,L
6048,166,2014,2014-12-06 19:00:00,a,4,4.23067,11,10,8,14.8421,14,2,1.0,0,W
6049,175,2014,2014-12-06 19:00:00,h,1,0.855599,13,2,14,4.2703,10,5,1.0,0,W
6049,162,2014,2014-12-06 19:00:00,a,0,1.38223,12,3,3,15.8333,10,3,1.0,0,L
6050,176,2014,2014-12-06 19:00:00,h,3,2.72882,23,11,7,6.2593,8,13,0.0,0,W
6050,179,2014,2014-12-06 19:00:00,a,2,1.50451,15,4,4,14.0,6,5,1.0,0,L
6051,165,2014,2014-12-06 19:00:00,h,2,1.73894,15,5,4,8.3333,18,7,2.0,0,L
6051,170,2014,2014-12-06 19:00:00,a,3,2.42286,18,10,6,4.6333,14,5,1.0,0,W
6052,209,2014,2014-12-07 13:00:00,h,2,0.973267,6,2,3,9.2857,16,1,2.0,0,L
6052,178,2014,2014-12-07 13:00:00,a,3,2.92037,20,8,7,2.8286,22,6,3.0,0,W
6053,210,2014,2014-12-07 16:00:00,h,1,1.18959,14,3,6,6.0,18,10,4.0,0,D
6053,160,2014,2014-12-07 16:00:00,a,1,0.723394,5,2,4,8.8261,6,2,1.0,0,D
6054,177,2014,2014-12-07 16:00:00,h,2,0.714267,14,5,8,5.3333,15,7,2.0,0,L
6054,169,2014,2014-12-07 16:00:00,a,3,0.777862,7,5,1,9.9,21,3,3.0,0,W
6055,164,2014,2014-12-07 20:00:00,h,3,1.84578,16,7,10,7.875,9,4,0.0,0,W
6055,180,2014,2014-12-07 20:00:00,a,1,0.938293,14,5,6,8.7941,9,5,1.0,0,L
6056,178,2014,2014-12-12 19:30:00,h,3,4.08802,23,12,8,6.0,9,7,1.0,0,W
6056,165,2014,2014-12-12 19:30:00,a,0,0.374308,9,2,4,16.2963,17,2,2.0,0,L
6057,168,2014,2014-12-13 16:00:00,h,2,0.164604,6,1,2,12.6,17,3,1.0,0,W
6057,176,2014,2014-12-13 16:00:00,a,1,1.03315,11,5,1,9.4444,15,4,1.0,0,L
6058,166,2014,2014-12-13 19:00:00,h,3,2.02229,11,5,6,5.6,15,5,2.0,0,D
6058,210,2014,2014-12-13 19:00:00,a,3,1.3397,16,7,1,2.9231,30,3,2.0,0,D
6059,177,2014,2014-12-13 19:00:00,h,3,1.86473,14,5,5,11.5882,10,5,3.0,0,W
6059,209,2014,2014-12-13 19:00:00,a,2,0.810448,11,6,1,9.7667,16,3,3.0,1,L
6060,162,2014,2014-12-13 19:00:00,h,2,1.10213,14,6,4,5.3514,17,6,3.0,0,W
6060,163,2014,2014-12-13 19:00:00,a,0,0.311319,4,1,4,18.5833,6,2,2.0,1,L
6061,179,2014,2014-12-13 19:00:00,h,3,2.22037,21,8,7,9.9375,7,3,1.0,0,W
6061,180,2014,2014-12-13 19:00:00,a,1,0.370375,11,2,1,9.3043,17,7,1.0,0,L
6062,170,2014,2014-12-14 13:00:00,h,0,0.190566,5,3,1,6.381,12,7,1.0,1,D
6062,175,2014,2014-12-14 13:00:00,a,0,0.297555,11,2,2,6.0,23,6,1.0,1,D
6063,169,2014,2014-12-14 16:00:00,h,1,0.67697,7,2,4,16.35,12,4,0.0,0,W
6063,161,2014,2014-12-14 16:00:00,a,0,1.24333,15,3,13,2.8929,12,5,3.0,0,L
6064,160,2014,2014-12-14 16:00:00,h,3,2.32341,15,7,6,4.0732,16,4,3.0,0,W
6064,174,2014,2014-12-14 16:00:00,a,0,0.0757702,3,1,1,12.9667,18,1,2.0,1,L
6065,171,2014,2014-12-14 20:00:00,h,1,1.03529,12,3,2,8.1667,16,6,3.0,0,W
6065,164,2014,2014-12-14 20:00:00,a,0,1.47031,10,3,3,3.4571,16,8,2.0,0,L
6066,210,2014,2014-12-19 19:30:00,h,2,1.45073,10,5,6,7.1429,18,5,3.0,0,W
6066,170,2014,2014-12-19 19:30:00,a,0,0.639666,5,1,2,7.0833,13,4,2.0,0,L
6067,161,2014,2014-12-20 16:00:00,h,0,0.514465,12,4,13,4.5128,14,8,1.0,0,D
6067,166,2014,2014-12-20 16:00:00,a,0,0.0415991,1,0,1,12.9,19,5,4.0,0,D
6068,180,2014,2014-12-20 19:00:00,h,0,0.742352,19,7,0,8.2917,17,7,3.0,0,L
6068,171,2014,2014-12-20 19:00:00,a,1,1.1,10,3,5,7.7727,16,4,1.0,0,W
6069,179,2014,2014-12-20 19:00:00,h,1,2.85551,20,10,7,7.4194,8,7,0.0,0,L
6069,168,2014,2014-12-20 19:00:00,a,2,1.06757,14,7,2,16.9444,11,4,0.0,0,W
6070,165,2014,2014-12-20 19:00:00,h,1,0.446779,13,1,1,4.6207,14,2,1.0,0,D
6070,162,2014,2014-12-20 19:00:00,a,1,1.17583,9,3,2,7.125,15,1,3.0,0,D
6071,174,2014,2014-12-20 19:00:00,h,1,1.20718,11,4,5,5.5185,15,7,2.0,0,D
6071,169,2014,2014-12-20 19:00:00,a,1,1.22899,10,3,2,11.2,12,5,0.0,0,D
6072,163,2014,2014-12-20 19:00:00,h,1,0.343718,7,2,4,19.2381,13,2,2.0,0,L
6072,177,2014,2014-12-20 19:00:00,a,3,0.695359,12,5,4,20.3,9,4,3.0,0,W
6073,164,2014,2014-12-21 13:00:00,h,2,1.30672,13,1,4,5.3478,16,10,1.0,0,W
6073,160,2014,2014-12-21 13:00:00,a,1,0.743826,10,2,5,9.0968,9,1,1.0,0,L
6074,175,2014,2014-12-21 16:00:00,h,3,1.3033,7,4,8,10.3684,8,7,1.0,0,W
6074,209,2014,2014-12-21 16:00:00,a,0,0.321493,6,1,3,12.8621,12,2,0.0,0,L
6075,176,2014,2014-12-21 20:00:00,h,0,1.24417,11,4,4,12.25,11,3,1.0,1,L
6075,178,2014,2014-12-21 20:00:00,a,5,3.16703,18,9,3,9.3846,12,2,1.0,0,W
6076,179,2014,2014-11-01 16:00:00,h,1,1.17192,17,5,5,11.2308,15,2,2.0,0,L
6076,161,2014,2014-11-01 16:00:00,a,2,1.72464,12,8,4,9.0,17,4,0.0,0,W
6077,180,2014,2014-11-01 19:00:00,h,3,2.32422,10,4,4,6.7742,15,0,2.0,0,W
6077,165,2014,2014-11-01 19:00:00,a,2,0.791375,12,3,1,5.4783,6,5,0.0,1,L
6078,169,2014,2014-11-01 19:00:00,h,1,0.67025,9,2,0,13.5652,13,4,2.0,0,W
6078,162,2014,2014-11-01 19:00:00,a,0,0.427032,7,3,5,7.0526,9,5,1.0,0,L
6079,160,2014,2014-11-01 19:00:00,h,1,1.57174,17,8,3,14.4286,10,6,2.0,0,D
6079,175,2014,2014-11-01 19:00:00,a,1,1.51419,7,3,0,20.2857,13,7,2.0,0,D
6080,166,2014,2014-11-01 19:00:00,h,2,2.13023,14,6,8,5.2059,13,4,2.0,0,W
6080,209,2014,2014-11-01 19:00:00,a,0,0.196777,7,1,6,4.5366,19,5,1.0,0,L
6081,170,2014,2014-11-01 19:00:00,h,1,1.39284,9,3,2,13.4348,15,5,3.0,0,L
6081,178,2014,2014-11-01 19:00:00,a,3,1.8591,16,8,6,6.9643,19,5,2.0,0,W
6082,168,2014,2014-11-02 13:00:00,h,1,0.993801,12,3,1,8.88,12,6,3.0,0,D
6082,163,2014,2014-11-02 13:00:00,a,1,0.476723,2,1,1,11.5,18,2,3.0,0,D
6083,176,2014,2014-11-02 16:00:00,h,2,1.6268,13,3,7,12.2632,11,4,0.0,0,W
6083,174,2014,2014-11-02 16:00:00,a,1,0.983897,10,2,7,6.9677,24,9,4.0,0,L
6084,164,2014,2014-11-02 20:00:00,h,2,1.5579,15,6,6,6.3462,12,9,2.0,1,W
6084,210,2014,2014-11-02 20:00:00,a,1,1.10067,15,4,5,6.3333,16,2,1.0,0,L
6085,163,2014,2014-11-07 19:30:00,h,1,1.68988,8,3,2,8.9286,16,1,3.0,0,W
6085,179,2014,2014-11-07 19:30:00,a,0,0.152455,6,2,2,17.625,12,3,3.0,0,L
6086,210,2014,2014-11-08 16:00:00,h,1,1.04227,7,2,3,6.7742,10,6,2.0,0,L
6086,176,2014,2014-11-08 16:00:00,a,2,1.51927,12,3,3,8.5833,10,2,3.0,0,W
6087,174,2014,2014-11-08 19:00:00,h,3,1.21269,12,4,6,5.8571,18,6,1.0,0,W
6087,180,2014,2014-11-08 19:00:00,a,0,0.416847,13,2,5,5.1613,18,2,1.0,0,L
6088,162,2014,2014-11-08 19:00:00,h,2,1.50095,10,5,1,6.32,21,2,2.0,0,W
6088,166,2014,2014-11-08 19:00:00,a,0,0.550295,7,1,4,4.8966,17,5,3.0,0,L
6089,165,2014,2014-11-08 19:00:00,h,1,0.549958,13,5,7,5.8929,9,10,0.0,0,L
6089,168,2014,2014-11-08 19:00:00,a,2,0.719069,7,3,5,6.5938,12,1,3.0,0,W
6090,209,2014,2014-11-08 19:00:00,h,1,1.37071,10,2,3,5.9429,14,3,1.0,0,W
6090,170,2014,2014-11-08 19:00:00,a,0,1.13378,8,4,3,5.95,17,5,3.0,0,L
6091,178,2014,2014-11-09 13:00:00,h,3,0.7915,13,6,3,5.1923,21,8,1.0,0,W
6091,169,2014,2014-11-09 13:00:00,a,1,1.13393,11,5,3,26.8571,9,3,1.0,0,L
6092,177,2014,2014-11-09 16:00:00,h,2,2.3767,18,11,2,16.0625,15,9,2.0,0,W
6092,160,2014,2014-11-09 16:00:00,a,0,0.580936,9,2,1,14.0,16,3,3.0,1,L
6093,175,2014,2014-11-09 16:00:00,h,1,0.805668,11,3,5,8.64,11,5,2.0,0,D
6093,171,2014,2014-11-09 16:00:00,a,1,0.589202,6,2,4,12.0833,19,1,2.0,1,D
6094,161,2014,2014-11-09 20:00:00,h,2,2.92373,22,10,11,6.0,15,6,1.0,0,W
6094,164,2014,2014-11-09 20:00:00,a,0,0.757773,17,2,5,5.359,12,8,0.0,1,L
6095,180,2014,2014-11-21 19:30:00,h,2,2.04314,14,4,4,17.4815,16,3,4.0,0,L
6095,161,2014,2014-11-21 19:30:00,a,3,2.21682,14,9,12,6.8421,13,3,1.0,0,W
6096,162,2014,2014-11-22 16:00:00,h,0,0.449604,9,2,0,6.1,19,4,4.0,0,D
6096,178,2014,2014-11-22 16:00:00,a,0,0.345597,7,1,5,5.04,17,6,1.0,0,D
6097,169,2014,2014-11-22 19:00:00,h,0,0.86725,16,2,10,9.9231,11,7,2.0,0,L
6097,163,2014,2014-11-22 19:00:00,a,1,1.07493,13,5,6,9.381,17,4,3.0,0,W
6098,179,2014,2014-11-22 19:00:00,h,1,2.00993,24,12,11,7.75,14,8,1.0,0,W
6098,210,2014,2014-11-22 19:00:00,a,0,0.382214,5,1,4,11.6071,14,1,0.0,1,L
6099,170,2014,2014-11-22 19:00:00,h,0,1.3235,13,3,2,10.0,13,6,2.0,0,D
6099,177,2014,2014-11-22 19:00:00,a,0,0.813343,10,2,3,7.9259,15,5,2.0,0,D
6100,171,2014,2014-11-22 19:00:00,h,2,3.04804,25,9,14,5.88,9,7,0.0,0,D
6100,165,2014,2014-11-22 19:00:00,a,2,0.456666,13,3,4,7.9487,17,4,2.0,0,D
6101,168,2014,2014-11-23 13:00:00,h,0,1.0617,11,7,1,11.0952,17,7,2.0,0,D
6101,175,2014,2014-11-23 13:00:00,a,0,1.47305,13,5,6,5.6552,11,3,3.0,0,D
6102,166,2014,2014-11-23 16:00:00,h,2,1.56753,19,7,5,11.65,15,2,1.0,0,W
6102,174,2014,2014-11-23 16:00:00,a,0,0.796531,7,1,4,4.3333,18,5,2.0,0,L
6103,164,2014,2014-11-23 20:00:00,h,3,3.01008,26,12,7,5.6087,11,4,0.0,0,W
6103,176,2014,2014-11-23 20:00:00,a,1,0.961541,12,4,6,7.9,15,7,1.0,0,L
6104,164,2014,2014-11-28 19:30:00,h,2,0.769279,15,4,4,4.3571,9,5,1.0,0,W
6104,168,2014,2014-11-28 19:30:00,a,0,0.749454,13,4,2,14.625,11,8,2.0,0,L
6105,161,2014,2014-11-29 16:00:00,h,1,1.77541,10,2,7,5.7632,7,4,1.0,0,W
6105,170,2014,2014-11-29 16:00:00,a,0,0.367226,10,5,3,9.9512,12,5,2.0,0,L
6106,177,2014,2014-11-29 19:00:00,h,2,1.08343,11,4,3,9.0741,14,6,0.0,0,W
6106,162,2014,2014-11-29 19:00:00,a,1,1.13102,7,3,2,15.0,10,3,1.0,0,L
6107,163,2014,2014-11-29 19:00:00,h,2,1.17457,6,3,2,18.3333,10,5,1.0,0,W
6107,171,2014,2014-11-29 19:00:00,a,0,0.764203,8,3,3,13.0476,9,7,2.0,0,L
6108,174,2014,2014-11-29 19:00:00,h,2,2.68262,14,4,8,6.7778,15,1,1.0,0,L
6108,179,2014,2014-11-29 19:00:00,a,3,2.60595,16,9,6,17.125,7,4,0.0,0,W
6109,210,2014,2014-11-29 19:00:00,h,2,1.52799,16,4,2,6.15,8,5,1.0,0,W
6109,180,2014,2014-11-29 19:00:00,a,0,0.819458,6,1,2,7.1724,17,1,3.0,0,L
6110,165,2014,2014-11-29 19:00:00,h,1,2.34821,21,8,5,6.68,11,7,2.0,0,D
6110,166,2014,2014-11-29 19:00:00,a,1,0.618174,8,4,4,8.5417,11,6,0.0,0,D
6111,176,2014,2014-11-30 13:00:00,h,1,1.24129,13,2,3,11.8571,8,5,0.0,0,W
6111,160,2014,2014-11-30 13:00:00,a,0,0.281944,7,1,3,13.0,11,2,1.0,0,L
6112,209,2014,2014-11-30 16:00:00,h,2,0.910803,9,3,3,6.2424,13,4,1.0,0,W
6112,169,2014,2014-11-30 16:00:00,a,0,0.583473,12,5,2,11.2857,8,5,1.0,0,L
6113,175,2014,2014-11-30 20:00:00,h,3,2.12258,11,5,2,6.7632,22,4,1.0,0,W
6113,178,2014,2014-11-30 20:00:00,a,0,1.85216,12,3,3,6.6667,13,6,0.0,0,L
6114,177,2014,2014-10-03 19:30:00,h,1,0.457543,7,0,4,13.1923,16,6,2.0,0,W
6114,176,2014,2014-10-03 19:30:00,a,0,0.617068,12,3,7,7.5,10,4,2.0,0,L
6115,165,2014,2014-10-04 16:00:00,h,1,0.496129,11,4,1,8.0,10,4,0.0,0,L
6115,164,2014,2014-10-04 16:00:00,a,2,2.73148,22,9,8,4.4167,11,9,1.0,0,W
6116,170,2014,2014-10-04 19:00:00,h,1,1.13335,10,2,1,5.36,13,4,1.0,0,D
6116,166,2014,2014-10-04 19:00:00,a,1,0.520645,7,2,2,6.4615,16,3,3.0,0,D
6117,162,2014,2014-10-04 19:00:00,h,0,0.307003,6,3,3,5.1379,17,3,1.0,0,L
6117,179,2014,2014-10-04 19:00:00,a,2,0.692365,14,6,2,11.1852,15,3,2.0,0,W
6118,163,2014,2014-10-04 19:00:00,h,2,2.26447,16,7,6,8.6364,9,6,1.0,0,W
6118,210,2014,2014-10-04 19:00:00,a,0,0.191323,8,1,2,18.7143,7,7,1.0,0,L
6119,209,2014,2014-10-04 19:00:00,h,3,1.25083,8,2,2,5.8077,22,2,1.0,0,W
6119,180,2014,2014-10-04 19:00:00,a,0,0.334334,8,3,5,9.55,24,3,5.0,0,L
6120,175,2014,2014-10-05 13:00:00,h,0,1.29929,21,1,7,4.8148,14,10,1.0,0,L
6120,174,2014,2014-10-05 13:00:00,a,1,0.821394,7,1,2,10.8947,16,2,1.0,0,W
6121,169,2014,2014-10-05 16:00:00,h,0,0.909291,16,4,4,7.15,9,6,1.0,0,L
6121,168,2014,2014-10-05 16:00:00,a,1,0.720094,12,3,8,11.8696,16,5,3.0,0,W
6122,178,2014,2014-10-05 16:00:00,h,3,2.33678,13,6,4,11.5,21,3,1.0,0,W
6122,160,2014,2014-10-05 16:00:00,a,0,0.368029,12,2,3,6.2051,20,1,4.0,0,L
6123,161,2014,2014-10-05 20:00:00,h,1,1.23205,8,2,7,7.8519,11,2,3.0,0,D
6123,171,2014,2014-10-05 20:00:00,a,1,1.28795,15,5,5,9.4146,17,7,2.0,0,D
6124,210,2014,2014-10-17 19:30:00,h,1,0.887858,12,4,2,23.2105,16,3,0.0,2,L
6124,161,2014,2014-10-17 19:30:00,a,3,2.32314,15,8,9,5.6296,8,0,0.0,1,W
6125,179,2014,2014-10-18 16:00:00,h,0,0.179886,4,1,0,19.8667,13,3,2.0,0,L
6125,175,2014,2014-10-18 16:00:00,a,1,1.46047,15,6,6,11.0,15,7,2.0,0,W
6126,160,2014,2014-10-18 19:00:00,h,1,1.90889,30,10,8,6.5556,8,9,3.0,0,L
6126,169,2014,2014-10-18 19:00:00,a,2,1.14653,6,4,4,15.9048,17,1,2.0,1,W
6127,180,2014,2014-10-18 19:00:00,h,0,0.343316,13,3,3,17.1111,8,6,2.0,0,D
6127,163,2014,2014-10-18 19:00:00,a,0,0.676471,14,3,3,9.25,11,7,0.0,0,D
6128,171,2014,2014-10-18 19:00:00,h,2,2.44399,9,4,6,7.069,15,0,3.0,0,W
6128,209,2014,2014-10-18 19:00:00,a,0,1.3361,11,3,6,7.6452,12,4,3.0,0,L
6129,168,2014,2014-10-18 19:00:00,h,1,0.36688,10,4,4,21.4375,12,3,2.0,0,D
6129,177,2014,2014-10-18 19:00:00,a,1,1.07275,13,6,1,6.7727,14,2,4.0,0,D
6130,170,2014,2014-10-18 19:00:00,h,0,0.814842,20,5,4,3.15,15,7,3.0,0,L
6130,162,2014,2014-10-18 19:00:00,a,1,0.15312,3,1,0,10.5,13,1,3.0,0,W
6131,164,2014,2014-10-19 13:00:00,h,2,1.15665,15,5,4,6.2813,17,9,2.0,0,W
6131,174,2014,2014-10-19 13:00:00,a,0,0.242119,7,1,1,5.5882,22,3,3.0,0,L
6132,176,2014,2014-10-19 16:00:00,h,1,1.38912,12,1,5,14.7692,12,5,2.0,0,D
6132,165,2014,2014-10-19 16:00:00,a,1,0.602559,11,4,3,8.3793,20,6,3.0,0,D
6133,178,2014,2014-10-19 20:00:00,h,5,2.47834,20,11,10,5.8462,18,7,6.0,0,W
6133,166,2014,2014-10-19 20:00:00,a,1,1.23199,10,2,1,10.3333,11,6,3.0,0,L
6134,174,2014,2014-10-24 19:30:00,h,0,0.868458,16,4,14,4.2,8,15,1.0,0,L
6134,210,2014,2014-10-24 19:30:00,a,2,1.22242,7,2,3,50.0,10,2,2.0,0,W
6135,161,2014,2014-10-25 16:00:00,h,3,2.26339,11,5,8,7.0588,16,5,2.0,1,W
6135,176,2014,2014-10-25 16:00:00,a,0,0.451124,8,1,1,19.7727,11,4,0.0,1,L
6136,177,2014,2014-10-25 19:00:00,h,1,0.716961,12,1,0,5.7241,15,5,3.0,0,W
6136,166,2014,2014-10-25 19:00:00,a,0,0.705528,13,5,3,9.7857,12,6,0.0,0,L
6137,162,2014,2014-10-25 19:00:00,h,1,0.983475,9,5,3,9.2857,12,4,3.0,0,L
6137,171,2014,2014-10-25 19:00:00,a,3,2.2563,17,8,8,7.25,19,5,2.0,0,W
6138,165,2014,2014-10-25 19:00:00,h,2,2.02942,14,5,3,11.0385,10,3,1.0,0,W
6138,179,2014,2014-10-25 19:00:00,a,1,1.13471,8,2,4,12.35,15,4,3.0,0,L
6139,209,2014,2014-10-25 19:00:00,h,0,0.258938,9,0,3,9.0476,9,2,2.0,0,L
6139,168,2014,2014-10-25 19:00:00,a,2,2.12732,14,7,6,10.381,16,4,2.0,0,W
6140,163,2014,2014-10-26 13:00:00,h,2,2.16826,12,6,8,8.7083,12,5,1.0,0,W
6140,160,2014,2014-10-26 13:00:00,a,0,0.387805,7,3,0,13.4545,6,4,2.0,0,L
6141,175,2014,2014-10-26 16:00:00,h,1,1.08553,12,5,9,9.6364,6,12,1.0,0,W
6141,180,2014,2014-10-26 16:00:00,a,0,0.3693,10,1,0,13.04,16,1,2.0,0,L
6142,169,2014,2014-10-26 16:00:00,h,2,2.11355,15,6,10,8.0286,12,5,0.0,0,L
6142,170,2014,2014-10-26 16:00:00,a,7,3.68156,13,10,6,4.9412,15,7,1.0,0,W
6143,178,2014,2014-10-26 20:00:00,h,1,0.780099,10,5,4,6.9063,25,3,1.0,0,W
6143,164,2014,2014-10-26 20:00:00,a,0,1.13587,11,4,2,6.32,19,3,3.0,0,L
6144,171,2014,2014-10-31 19:30:00,h,1,1.32581,12,5,8,8.8788,9,6,1.0,0,D
6144,177,2014,2014-10-31 19:30:00,a,1,0.861794,7,1,1,13.2222,15,5,2.0,0,D
6145,178,2014,2014-09-12 19:30:00,h,2,1.78993,11,3,8,11.9444,13,6,1.0,0,W
6145,171,2014,2014-09-12 19:30:00,a,1,0.920354,16,9,7,13.3478,10,7,1.0,0,L
6146,163,2014,2014-09-13 16:00:00,h,1,0.28586,9,2,2,25.5,11,1,1.0,0,D
6146,161,2014,2014-09-13 16:00:00,a,1,1.49453,14,8,9,7.9333,5,2,1.0,0,D
6147,175,2014,2014-09-13 19:00:00,h,1,1.40877,12,3,8,9.7222,8,6,0.0,0,W
6147,165,2014,2014-09-13 19:00:00,a,0,0.54212,5,1,1,26.7273,13,2,2.0,0,L
6148,177,2014,2014-09-13 19:00:00,h,2,0.295284,6,3,3,13.8636,14,3,0.0,0,W
6148,174,2014,2014-09-13 19:00:00,a,0,1.54377,15,1,5,5.2857,14,5,0.0,0,L
6149,166,2014,2014-09-13 19:00:00,h,1,1.48717,12,1,4,8.8125,11,3,1.0,0,W
6149,179,2014,2014-09-13 19:00:00,a,0,0.37765,13,4,4,7.2143,16,3,2.0,0,L
6150,170,2014,2014-09-13 19:00:00,h,1,0.787783,10,2,2,7.5455,11,8,1.0,0,W
6150,180,2014,2014-09-13 19:00:00,a,0,0.509534,13,2,1,6.5526,20,3,2.0,0,L
6151,162,2014,2014-09-13 19:00:00,h,1,0.689205,9,4,3,9.2941,12,8,1.0,0,D
6151,210,2014,2014-09-13 19:00:00,a,1,0.302581,7,2,3,11.2308,9,2,2.0,0,D
6152,160,2014,2014-09-14 13:00:00,h,2,1.46293,13,6,2,6.7308,18,5,2.0,0,W
6152,168,2014,2014-09-14 13:00:00,a,0,0.987708,11,3,2,13.9048,21,5,1.0,0,L
6153,169,2014,2014-09-14 16:00:00,h,2,1.68757,11,6,6,11.7083,14,2,0.0,0,W
6153,176,2014,2014-09-14 16:00:00,a,1,0.289488,7,2,9,5.5833,10,4,2.0,0,L
6154,209,2014,2014-09-14 20:00:00,h,1,0.912171,11,1,2,10.0,13,5,1.0,0,L
6154,164,2014,2014-09-14 20:00:00,a,3,1.12115,6,3,2,8.1739,11,3,0.0,0,W
6155,176,2014,2014-09-19 19:30:00,h,2,0.539429,7,2,3,23.2222,12,4,0.0,0,W
6155,209,2014,2014-09-19 19:30:00,a,1,0.365111,8,2,4,10.7308,16,7,2.0,0,L
6156,164,2014,2014-09-20 16:00:00,h,3,1.4979,16,7,6,7.0385,16,7,1.0,0,W
6156,163,2014,2014-09-20 16:00:00,a,0,1.37752,13,5,5,11.0,22,5,1.0,0,L
6157,179,2014,2014-09-20 19:00:00,h,0,0.236254,6,0,1,13.9167,9,3,1.0,0,L
6157,177,2014,2014-09-20 19:00:00,a,1,0.826222,7,3,3,21.1,15,1,2.0,0,W
6158,180,2014,2014-09-20 19:00:00,h,3,1.75071,19,9,8,14.2778,12,4,1.0,0,W
6158,162,2014,2014-09-20 19:00:00,a,1,0.445841,10,1,3,6.9048,12,4,2.0,0,L
6159,168,2014,2014-09-20 19:00:00,h,2,1.9684,19,4,3,11.3667,14,10,0.0,0,W
6159,170,2014,2014-09-20 19:00:00,a,1,0.0802175,4,2,2,8.1111,11,4,1.0,0,L
6160,174,2014,2014-09-20 19:00:00,h,3,3.64275,23,7,7,5.2143,10,4,2.0,0,D
6160,165,2014,2014-09-20 19:00:00,a,3,0.664786,12,5,3,15.4211,15,6,3.0,0,D
6161,160,2014,2014-09-21 13:00:00,h,0,0.816887,13,2,7,6.7273,15,7,0.0,0,D
6161,166,2014,2014-09-21 13:00:00,a,0,0.349895,6,0,3,9.75,10,4,0.0,0,D
6162,210,2014,2014-09-21 16:00:00,h,0,0.880858,10,4,1,11.3043,15,5,2.0,0,L
6162,175,2014,2014-09-21 16:00:00,a,1,1.03801,15,3,6,9.5909,13,7,2.0,0,W
6163,171,2014,2014-09-21 16:00:00,h,1,1.44179,19,7,2,12.8421,15,6,3.0,0,W
6163,169,2014,2014-09-21 16:00:00,a,0,0.0833917,3,2,1,11.0,17,2,2.0,0,L
6164,161,2014,2014-09-21 20:00:00,h,1,1.71499,12,3,9,6.6571,13,4,3.0,0,D
6164,178,2014,2014-09-21 20:00:00,a,1,0.538028,9,5,5,17.1538,17,2,1.0,0,D
6165,177,2014,2014-09-23 18:00:00,h,0,0.383029,10,3,2,9.3235,17,3,1.0,0,L
6165,164,2014,2014-09-23 18:00:00,a,5,3.62665,21,11,7,8.125,14,6,1.0,0,W
6166,163,2014,2014-09-23 20:00:00,h,0,0.642791,15,4,2,8.5263,14,6,3.0,0,L
6166,174,2014,2014-09-23 20:00:00,a,3,0.479571,9,5,4,10.2,10,7,3.0,0,W
6167,209,2014,2014-09-24 18:00:00,h,2,0.96835,14,3,1,10.6071,7,4,0.0,0,W
6167,210,2014,2014-09-24 18:00:00,a,1,0.860457,9,4,3,8.3929,16,2,0.0,0,L
6168,169,2014,2014-09-24 18:00:00,h,0,0.74288,13,2,5,5.875,10,7,1.0,0,L
